DIVISION,ZILA,DisGeoCode,Shape_Leng,Shape_Area,_ID,Total Population (N),rural_pop_pct,working_age_total,Number of Households (N),Number of poor (N),Poverty headcount ratio (%),"Poverty headcount ratio, National avg (%)","Poverty headcount ratio, Rank",Number of extreme poor (N),Extreme poverty headcount ratio (%),"Extreme poverty headcount ratio, National avg (%)","Extreme poverty headcount ratio, Rank",Primary employment: Agriculture (N),Primary employment: Agriculture (%),"Primary employment: Agriculture, National avg (%)","Primary employment: Agriculture, Rank",Primary employment: Industry (N),Primary employment: Industry (%),"Primary employment: Industry, National avg (%)","Primary employment: Industry, Rank",Primary employment: Services (N),Primary employment: Services (%),"Primary employment: Services, National avg (%)","Primary employment: Services, Rank",Households with Electricity (N),Households with Electricity (%),"Households with Electricity, National avg (%)","Households with Electricity, Rank",Households with flush toilet  (N),Households with flush toilet (%),"Households with flush toilet, National avg (%)","Households with flush toilet, Rank","Households with non-flush, latrine (N)","Households with non-flush, latrine (%)","Households with non-flush, latrine, National avg (%)","Households with non-flush, latrine, Rank",Literate population (18 years and older) (N),Literate population (18 years and older) (%),"Literate population (18 years and older), National avg (%)","Literate population (18 years and older), Rank",Educational attainment: Less than primary completed (18 years and older) (N),Educational attainment: Less than primary completed (18 years and older) (%),"Educational attainment: Less than primary completed (18 years and older), National avg (%)","Educational attainment: Less than primary completed (18 years and older), Rank",Educational attainment: Primary completed (18 years and older) (N),Educational attainment: Primary completed (18 years and older) (%),"Educational attainment: Primary completed (18 years and older), National avg (%)","Educational attainment: Primary completed (18 years and older), Rank",Educational attainment: Secondary completed (18 years and older) (N),Educational attainment: Secondary completed (18 years and older) (%),"Educational attainment: Secondary completed (18 years and older), National avg (%)","Educational attainment: Secondary completed (18 years and older), Rank",Educational attainment: University completed (18 years and older) (N),Educational attainment: University completed (18 years and older) (%),"Educational attainment: University completed (18 years and older), National avg (%)","Educational attainment: University completed (18 years and older), Rank",School attendance among 6-18 years old (N),School attendance among 6-18 years old (%),"School attendance among 6-18 years old, National avg (%)","School attendance among 6-18 years old, Rank",School attendance among 6-10 years old (N),School attendance among 6-10 years old (%),"School attendance among 6-10 years old, National avg (%)","School attendance among 6-10 years old, Rank",School attendance among 11-13 years old (N),School attendance among 11-13 years old (%),"School attendance among 11-13 years old, National avg (%)","School attendance among 11-13 years old, Rank",School attendance among 14-15 years old (N),School attendance among 14-15 years old (%),"School attendance among 14-15 years old, National avg (%)","School attendance among 14-15 years old, Rank",School attendance among 16-18 years old (N),School attendance among 16-18 years old (%),"School attendance among 16-18 years old, National avg (%)","School attendance among 16-18 years old, Rank",Population in National bottom 40% (N),Percentage of population in bottom 40% (%),"Percentage of population in bottom 40%, national avg (%)","Percentage of population in bottom 40%, Rank",Number of underweight children (N),Percentage of underweight children (%),"Percentage of underweight children, National avg (%)","Percentage of underweight children, Rank",Number of severely underweight children (N),Percentage of severely underweight children (%),"Percentage of severely underweight children, National avg (%)","Percentage of severely underweight children, Rank (%)",Number of stunted children (N),Percentage of stunted children (%),"Percentage of stunted children, National avg (%)","Percentage of stunted children, Rank",Number of severely stunted children (N),Percentage of severely stunted children (%),"Percentage of severely stunted children, National avg (%)","Percentage of severely stunted children, Rank (%)",Households with tap water (N),Households with tap water (%),"Households with tap water, National avg (%)","Households with tap water, Rank",Households with tubewell water  (N),Households with tubewell water (%),"Households with tubewell water, National avg (%)","Households with tubewell water, Rank",Population between 0 and 6 years old (N),Population between 0 and 6 years old (%),"Population between 0 and 6 years old, National avg (%)","Population between 0 and 6 years old , Rank",Population between 7 and 14 years old (N),Population between 7 and 14 years old (%),"Population between 7 and 14 years old, National avg (%)","Population between 7 and 14 years old, Rank",Population between 15 and 64 years old (N),Population between 15 and 64 years old (%),working_age_pct,"Population between 15 and 64 years old, Rank",Population ages 65 and above (N),Population ages 65 and above (%),"Population ages 65 and above, National avg (%)","Population ages 65 and above, Rank","Households without toilet, open defecation (N)",no_toilet_pct,"Households without toilet, open defecation, National avg (%)","Households without toilet, open defecation, Rank"
Dhaka,Munshiganj,3059,186949.953125,931978816,26,1440380,87.1893081665039,888340,313580,413389.0625,28.700000762939453,31.5,28/64,224699.28125,15.600000381469727,17.600000381469727,25/64,172300,41.10013961791992,47.358436584472656,56/64,76580,18.267257690429688,14.91544246673584,7/64,170340,40.63260269165039,37.72611999511719,12/64,280980,89.60392761230469,56.4530029296875,3/64,73220,23.34970474243164,25.06646728515625,29/64,182140,58.08406066894531,38.68394088745117,63/64,477140,54.10731887817383,50.519447326660156,16/64,431860,48.97260284423828,50.29268264770508,46/64,338720,38.41059494018555,33.05747604370117,11/64,95660,10.847772598266602,12.836710929870605,33/64,15600,1.7690284252166748,3.813133716583252,58/64,292380,70.97290802001953,69.74742889404297,37/64,164760,81.89681243896484,78.35710906982422,14/64,76160,80.01680755615234,77.2594223022461,34/64,32940,58.90557861328125,57.99014663696289,40/64,18520,31.03217124938965,34.70724105834961,48/64,471436.7584118843,32.13901901245117,40,19/64,42800.9375,30.420000076293945,34.400001525878906,8/64,9201.779296875,6.539999485015869,8.100781440734863,8/64,56012.671875,39.810001373291016,41.2209358215332,17/64,31432.37890625,22.34000015258789,23.37906265258789,25/64,9620,3.0677976608276367,10.677162170410156,24/64,292640,93.32228088378906,83.48734283447266,36/64,206000,14.30178165435791,15.506486892700195,46/64,267240,18.553438186645508,19.112524032592773,44/64,888340,61.67400360107422,60.6515007019043,20/64,78800,5.470778465270996,4.729492664337158,18/64,5440,1.7348045110702515,7.720252990722656,6/64
Dhaka,Mymensingh,3061,549315.625,4345228288,27,5118180,84.4579086303711,2871960,1155380,2584681,50.5,31.5,59/64,1653172.25,32.30000305175781,17.600000381469727,60/64,816300,58.57743453979492,47.358436584472656,38/64,156760,11.249049186706543,14.91544246673584,15/64,420480,30.17351531982422,37.72611999511719,30/64,475020,41.113746643066406,56.4530029296875,45/64,147840,12.79578971862793,25.06646728515625,52/64,358320,31.013172149658203,38.68394088745117,19/64,1184680,40.66816711425781,50.519447326660156,52/64,1692780,58.11042785644531,50.29268264770508,19/64,846860,29.071348190307617,33.05747604370117,48/64,297620,10.216817855834961,12.836710929870605,38/64,75780,2.6014060974121094,3.813133716583252,27/64,1066040,69.20989227294922,69.74742889404297,45/64,658160,76.21297454833984,78.35710906982422,50/64,252380,74.65980529785156,77.2594223022461,50/64,96460,57.15132522583008,57.99014663696289,43/64,59040,34.749855041503906,34.70724105834961,37/64,3445902.8495025635,66.11100006103516,40,59/64,226629.328125,37.060001373291016,34.400001525878906,47/64,54731.03515625,8.949999809265137,8.100781440734863,46/64,269313.40625,44.040000915527344,41.2209358215332,57/64,158505.984375,25.920000076293945,23.37906265258789,55/64,33100,2.864858388900757,10.677162170410156,27/64,1054620,91.27906036376953,83.48734283447266,37/64,906320,17.707857131958008,15.506486892700195,12/64,1062860,20.76636505126953,19.112524032592773,17/64,2871960,56.1129150390625,60.6515007019043,53/64,277040,5.4128618240356445,4.729492664337158,21/64,159000,13.761706352233887,7.720252990722656,54/64
Dhaka,Narayanganj,3067,185247.96875,703045184,28,2963760,66.39524841308594,1930540,675720,773541.375,26.100000381469727,31.5,23/64,308231.03125,10.40000057220459,17.600000381469727,15/64,107000,9.583348274230957,47.358436584472656,63/64,470060,42.10045623779297,14.91544246673584,2/64,539460,48.31619644165039,37.72611999511719,4/64,644080,95.31758117675781,56.4530029296875,2/64,162940,24.11353874206543,25.06646728515625,26/64,363900,53.853668212890625,38.68394088745117,58/64,1087100,58.65183639526367,50.519447326660156,9/64,790560,42.652740478515625,50.29268264770508,56/64,724060,39.06489181518555,33.05747604370117,10/64,273680,14.765737533569336,12.836710929870605,8/64,65180,3.5166282653808594,3.813133716583252,9/64,511060,62.216651916503906,69.74742889404297,60/64,303140,77.237060546875,78.35710906982422,45/64,123260,67.90436553955078,77.2594223022461,59/64,51160,45.71122360229492,57.99014663696289,60/64,33500,24.723247528076172,34.70724105834961,59/64,1076679.661434412,35.67218780517578,40,26/64,79785.09375,27.790000915527344,34.400001525878906,3/64,16479.5390625,5.739999771118164,8.100781440734863,3/64,118715.84375,41.349998474121094,41.2209358215332,35/64,67152.6875,23.389999389648438,23.37906265258789,36/64,122180,18.081453323364258,10.677162170410156,4/64,532440,78.79595184326172,83.48734283447266,54/64,418140,14.108429908752441,15.506486892700195,48/64,518800,17.504791259765625,19.112524032592773,54/64,1930540,65.1382064819336,60.6515007019043,7/64,96280,3.2485761642456055,4.729492664337158,60/64,12220,1.808441400527954,7.720252990722656,8/64
Dhaka,Narsingdi,3068,226183.9375,1167035904,29,2227520,79.927703857421875,1292180,477860,527922.25,23.700000762939453,31.5,13/64,269529.90625,12.100000381469727,17.600000381469727,18/64,220040,35.68254852294922,47.358436584472656,59/64,141840,23.00132942199707,14.91544246673584,6/64,254780,41.31612014770508,37.72611999511719,11/64,349620,73.16368865966797,56.4530029296875,8/64,95380,19.959821701049805,25.06646728515625,38/64,196960,41.21709060668945,38.68394088745117,36/64,617620,48.67442321777344,50.519447326660156,27/64,655920,51.692832946777344,50.29268264770508,40/64,438900,34.58955764770508,33.05747604370117,23/64,143940,11.343862533569336,12.836710929870605,25/64,30120,2.373746871948242,3.813133716583252,37/64,471400,68.95240783691406,69.74742889404297,46/64,278180,77.18646240234375,78.35710906982422,46/64,118380,76.08946990966797,77.2594223022461,47/64,47540,55.92940902709961,57.99014663696289,46/64,27300,33.01886749267578,34.70724105834961,43/64,526415.5126774311,23.20562744140625,40,12/64,84699,33.75,34.400001525878906,26/64,19549.783203125,7.789999961853027,8.100781440734863,27/64,108966.828125,43.41999816894531,41.2209358215332,52/64,63342.30859375,25.240001678466797,23.37906265258789,51/64,15320,3.2059597969055176,10.677162170410156,21/64,450900,94.358184814453125,83.48734283447266,23/64,376660,16.909387588500977,15.506486892700195,17/64,458600,20.58791732788086,19.112524032592773,21/64,1292180,58.009803771972656,60.6515007019043,45/64,100080,4.492888927459717,4.729492664337158,51/64,40760,8.529695510864258,7.720252990722656,41/64
Dhaka,Netrakona,3072,469322.6875,2802644480,30,2226800,88.79292297363281,1211940,479260,786060.375,35.29999923706055,31.5,41/64,434225.96875,19.5,17.600000381469727,36/64,455060,74.92426300048828,47.358436584472656,1/64,29900,4.922945022583008,14.91544246673584,57/64,122400,20.15279197692871,37.72611999511719,64/64,144000,30.04631996154785,56.4530029296875,57/64,46340,9.669073104858398,25.06646728515625,59/64,139240,29.053125381469727,38.68394088745117,16/64,439800,35.57158660888672,50.519447326660156,60/64,794240,64.23915100097656,50.29268264770508,5/64,323800,26.189359664916992,33.05747604370117,57/64,94620,7.652987003326416,12.836710929870605,60/64,23720,1.918503999710083,3.813133716583252,53/64,438340,64.31233215332031,69.74742889404297,58/64,278640,71.88483428955078,78.35710906982422,62/64,102260,68.26435089111328,77.2594223022461,58/64,37060,49.63835906982422,57.99014663696289,56/64,20380,29.323741912841797,34.70724105834961,51/64,1117580.2047014236,49.28147888183594,40,41/64,110562.6640625,39.13999938964844,34.400001525878906,60/64,27541.798828125,9.75,8.100781440734863,58/64,123274.2734375,43.63999938964844,41.2209358215332,54/64,72399.625,25.630001068115234,23.37906265258789,54/64,3360,0.7010807991027832,10.677162170410156,57/64,432320,90.20573425292969,83.48734283447266,39/64,422400,18.968923568725586,15.506486892700195,5/64,469860,21.10023307800293,19.112524032592773,14/64,1211940,54.42518615722656,60.6515007019043,60/64,122600,5.505658149719238,4.729492664337158,16/64,68880,14.372156143188477,7.720252990722656,56/64
Dhaka,Rajbari,3082,217190.671875,1138386560,31,1049440,86.9139633178711,635120,238160,439715.40625,41.900001525878906,31.5,50/64,269706.09375,25.700000762939453,17.600000381469727,50/64,183280,61.211673736572266,47.358436584472656,33/64,22840,7.62808084487915,14.91544246673584,33/64,93300,31.16024398803711,37.72611999511719,24/64,110220,46.27981185913086,56.4530029296875,36/64,94320,39.6036262512207,25.06646728515625,6/64,92520,38.847835540771484,38.68394088745117,34/64,300080,46.52402877807617,50.519447326660156,32/64,365480,56.66356658935547,50.29268264770508,26/64,199660,30.95503807067871,33.05747604370117,39/64,64340,9.97519302368164,12.836710929870605,43/64,15520,2.4062016010284424,3.813133716583252,35/64,227000,75.99089813232422,69.74742889404297,8/64,124500,81.37254333496094,78.35710906982422,19/64,60020,84.79796600341797,77.2594223022461,6/64,27340,70.3551254272461,57.99014663696289,4/64,15140,41.962303161621094,34.70724105834961,14/64,596270.8950004578,55.79204177856445,40,51/64,35043.37109375,33.779998779296875,34.400001525878906,27/64,7967.2314453125,7.679999828338623,8.100781440734863,25/64,41464.87890625,39.970001220703125,41.2209358215332,20/64,23652.71875,22.799999237060547,23.37906265258789,29/64,2060,0.8649647235870361,10.677162170410156,52/64,230100,96.61572265625,83.48734283447266,6/64,154520,14.724042892456055,15.506486892700195,43/64,197940,18.861488342285156,19.112524032592773,42/64,635120,60.5198974609375,60.6515007019043,27/64,61860,5.8945722579956055,4.729492664337158,9/64,7360,3.0903594493865967,7.720252990722656,20/64
Dhaka,Shariatpur,3086,196541.84375,1250900480,32,1157120,88.61537170410156,640720,247960,608645.125,52.60000228881836,31.5,62/64,398049.28125,34.400001525878906,17.600000381469727,62/64,185460,61.321250915527344,47.358436584472656,32/64,28140,9.30432415008545,14.91544246673584,27/64,88840,29.374420166015625,37.72611999511719,36/64,108060,43.57960891723633,56.4530029296875,39/64,71180,28.70624351501465,25.06646728515625,20/64,131940,53.2101936340332,38.68394088745117,57/64,288080,44.4622802734375,50.519447326660156,41/64,381840,58.933204650878906,50.29268264770508,18/64,209180,32.28485107421875,33.05747604370117,35/64,47280,7.297196865081787,12.836710929870605,62/64,9620,1.4847512245178223,3.813133716583252,61/64,261980,69.54605865478516,69.74742889404297,42/64,155820,79.08039093017578,78.35710906982422,33/64,69260,78.20686340332031,77.2594223022461,41/64,24740,51.24275207519531,57.99014663696289,54/64,12160,28.397945404052734,34.70724105834961,56/64,829951.4776057005,70.43046569824219,40,62/64,46938.36328125,36.33000183105469,34.400001525878906,41/64,11201.6396484375,8.670000076293945,8.100781440734863,41/64,53023.6796875,41.040000915527344,41.2209358215332,32/64,30336.16015625,23.479999542236328,23.37906265258789,39/64,1720,0.6936602592468262,10.677162170410156,59/64,236000,95.17664337158203,83.48734283447266,18/64,192740,16.656871795654297,15.506486892700195,20/64,253840,21.937223434448242,19.112524032592773,5/64,640720,55.3719596862793,60.6515007019043,56/64,69820,6.0339460372924805,4.729492664337158,5/64,5680,2.290692090988159,7.720252990722656,13/64
Dhaka,Sherpur,3089,197565.609375,1324981248,33,1360800,86.21588134765625,779140,341420,658627.25,48.400001525878906,31.5,58/64,405518.40625,29.80000114440918,17.600000381469727,55/64,261040,69.555023193359375,47.358436584472656,11/64,26740,7.124966621398926,14.91544246673584,39/64,87520,23.320011138916016,37.72611999511719,59/64,142600,41.76673889160156,56.4530029296875,43/64,39500,11.569328308105469,25.06646728515625,55/64,129600,37.959110260009766,38.68394088745117,32/64,259380,32.77317428588867,50.519447326660156,64/64,529320,66.88062286376953,50.29268264770508,4/64,181720,22.96068000793457,33.05747604370117,62/64,66040,8.3442840576171875,12.836710929870605,57/64,14360,1.814414143562317,3.813133716583252,56/64,278260,69.47468566894531,69.74742889404297,43/64,169460,75.028778076171875,78.35710906982422,57/64,70420,77.57215881347656,77.2594223022461,45/64,24800,57.91686248779297,57.99014663696289,42/64,13580,33.073551177978516,34.70724105834961,42/64,892570.186942935,64.40718841552734,40,57/64,58923.39453125,38.02000045776367,34.400001525878906,54/64,14351.1484375,9.260000228881836,8.100781440734863,50/64,66873.875,43.150001525878906,41.2209358215332,48/64,39085.95703125,25.220001220703125,23.37906265258789,50/64,2060,0.6033623814582825,10.677162170410156,62/64,321620,94.20069122314453,83.48734283447266,25/64,230120,16.910640716552734,15.506486892700195,16/64,282340,20.748088836669922,19.112524032592773,18/64,779140,57.25602340698242,60.6515007019043,50/64,69200,5.085244178771973,4.729492664337158,34/64,33840,9.911545753479004,7.720252990722656,47/64
Dhaka,Tangail,3093,387813.15625,3363695104,34,3609880,85.15628814697266,2222640,870000,1072134.375,29.69999885559082,31.5,29/64,649778.4375,18,17.600000381469727,32/64,559100,55.66840362548828,47.358436584472656,43/64,116820,11.631519317626953,14.91544246673584,13/64,328420,32.70008087158203,37.72611999511719,21/64,488100,56.103450775146484,56.4530029296875,20/64,176660,20.30574607849121,25.06646728515625,34/64,374080,42.99769973754883,38.68394088745117,44/64,977980,43.25163269042969,50.519447326660156,46/64,1294300,57.24103927612305,50.29268264770508,20/64,658720,29.1322078704834,33.05747604370117,46/64,249060,11.01479721069336,12.836710929870605,31/64,59060,2.611956834793091,3.813133716583252,26/64,715000,73.481048583984375,69.74742889404297,23/64,408520,79.2904052734375,78.35710906982422,28/64,185080,82.22123718261719,77.2594223022461,24/64,74660,65.03484344482422,57.99014663696289,23/64,46740,39.63703918457031,34.70724105834961,24/64,1219484.292183876,33.171852111816406,40,23/64,121279.53125,35.18000030517578,34.400001525878906,39/64,28441.05078125,8.25,8.100781440734863,39/64,144721.84375,41.97999954223633,41.2209358215332,40/64,83737.3515625,24.290000915527344,23.37906265258789,45/64,20940,2.4068963527679443,10.677162170410156,31/64,819520,94.19770050048828,83.48734283447266,26/64,520400,14.415990829467773,15.506486892700195,45/64,653700,18.10863494873047,19.112524032592773,47/64,2222640,61.57101821899414,60.6515007019043,21/64,213140,5.904351711273193,4.729492664337158,7/64,52620,6.048275947570801,7.720252990722656,35/64
Khulna,Bagerhat,4001,451041.25,3948955136,35,1474740,86.93156433105469,905260,354300,631188.75,42.79999923706055,31.5,52/64,353937.59375,24,17.600000381469727,49/64,234620,56.317813873291016,47.358436584472656,42/64,21820,5.237637996673584,14.91544246673584,53/64,160160,38.44455337524414,37.72611999511719,15/64,144080,40.66610336303711,56.4530029296875,46/64,124740,35.20745086669922,25.06646728515625,8/64,151620,42.79424285888672,38.68394088745117,42/64,540000,58.34305953979492,50.519447326660156,10/64,396320,42.819480895996094,50.29268264770508,55/64,383240,41.40628433227539,33.05747604370117,5/64,118080,12.757680892944336,12.836710929870605,16/64,27920,3.016552209854126,3.813133716583252,18/64,310200,75.75091552734375,69.74742889404297,9/64,170460,82.876312255859375,78.35710906982422,10/64,85420,83.48319244384766,77.2594223022461,14/64,34520,67.31669616699219,57.99014663696289,14/64,19800,39.4265251159668,34.70724105834961,26/64,853009.843739152,56.79692840576172,40,52/64,41698.4765625,31.389999389648438,34.400001525878906,10/64,9086.2568359375,6.840000152587891,8.100781440734863,10/64,51076.98046875,38.45000076293945,41.2209358215332,10/64,29012.255859375,21.84000015258789,23.37906265258789,21/64,22420,6.327970504760742,10.677162170410156,10/64,210320,59.362125396728516,83.48734283447266,61/64,198160,13.436944961547852,15.506486892700195,54/64,276000,18.715164184570312,19.112524032592773,43/64,905260,61.38438034057617,60.6515007019043,22/64,95320,6.463511943817139,4.729492664337158,3/64,6840,1.9305672645568848,7.720252990722656,9/64
Khulna,Chuadanga,4018,248278.875,1164569472,36,1130640,73.00629425048828,728460,277440,313187.28125,27.700000762939453,31.5,27/64,122109.125,10.800000190734863,17.600000381469727,16/64,234800,66.032958984375,47.358436584472656,20/64,21860,6.147702217102051,14.91544246673584,47/64,98920,27.819337844848633,37.72611999511719,44/64,168300,60.66176223754883,56.4530029296875,16/64,53980,19.456459045410156,25.06646728515625,40/64,73240,26.398500442504883,38.68394088745117,12/64,320080,43.92841339111328,50.519447326660156,43/64,400480,54.962669372558594,50.29268264770508,30/64,249820,34.28579330444336,33.05747604370117,25/64,64920,8.909749984741211,12.836710929870605,52/64,13420,1.8417874574661255,3.813133716583252,55/64,214320,70.7280044555664,69.74742889404297,41/64,116940,78.241668701171875,78.35710906982422,40/64,58420,80.313446044921875,77.2594223022461,32/64,25100,62.65601348876953,57.99014663696289,31/64,13860,34.00392532348633,34.70724105834961,40/64,444180.5923843384,38.57638168334961,40,32/64,33951.9296875,34.150001525878906,34.400001525878906,31/64,7804.47021484375,7.850000381469727,8.100781440734863,29/64,40901.38671875,41.13999938964844,41.2209358215332,33/64,23562.541015625,23.700000762939453,23.37906265258789,41/64,8520,3.070934295654297,10.677162170410156,23/64,262120,94.47808074951172,83.48734283447266,22/64,147140,13.01386833190918,15.506486892700195,56/64,198160,17.526357650756836,19.112524032592773,53/64,728460,64.42900085449219,60.6515007019043,9/64,56880,5.0307793617248535,4.729492664337158,35/64,18440,6.646481990814209,7.720252990722656,37/64
Khulna,Jessore,4041,462841.375,2583337472,37,2777420,81.72069549560547,1778180,656360,1083193.75,39,31.5,47/64,511045.28125,18.399999618530273,17.600000381469727,34/64,450980,54.354583740234375,47.358436584472656,45/64,85220,10.271183013916016,14.91544246673584,21/64,293500,35.37423324584961,37.72611999511719,20/64,401560,61.179840087890625,56.4530029296875,14/64,189800,28.917057037353516,25.06646728515625,19/64,208900,31.82704734802246,38.68394088745117,22/64,970320,54.66838073730469,50.519447326660156,15/64,825980,46.53618240356445,50.29268264770508,51/64,647820,36.4985466003418,33.05747604370117,16/64,238220,13.4214506149292,12.836710929870605,12/64,62900,3.5438218116760254,3.813133716583252,8/64,573120,76.85664367675781,69.74742889404297,5/64,307140,84.01904296875,78.35710906982422,4/64,148660,85.21150970458984,77.2594223022461,4/64,70860,70.1306381225586,57.99014663696289,6/64,46460,44.39984893798828,34.70724105834961,5/64,1521411.2023249865,53.78873062133789,40,48/64,74724.46875,30.459999084472656,34.400001525878906,9/64,16043.927734375,6.539999485015869,8.100781440734863,9/64,96165.4453125,39.20000076293945,41.2209358215332,16/64,54510.1015625,22.219999313354492,23.37906265258789,24/64,7720,1.176183819770813,10.677162170410156,47/64,636920,97.0382080078125,83.48734283447266,2/64,363920,13.10280704498291,15.506486892700195,55/64,491500,17.696279525756836,19.112524032592773,49/64,1778180,64.0227279663086,60.6515007019043,13/64,143820,5.178186893463135,4.729492664337158,25/64,29280,4.46096658706665,7.720252990722656,29/64
Khulna,Jhenaidah,4044,389200.03125,1954972160,38,1768540,84.296173095703125,1121320,422360,436829.375,24.69999885559082,31.5,15/64,176854,10,17.600000381469727,13/64,355260,66.6329116821289,47.358436584472656,18/64,39300,7.371145248413086,14.91544246673584,36/64,138600,25.995948791503906,37.72611999511719,51/64,246400,58.3388557434082,56.4530029296875,19/64,101460,24.022159576416016,25.06646728515625,27/64,139620,33.05710983276367,38.68394088745117,24/64,513180,45.41255187988281,50.519447326660156,37/64,613120,54.25648498535156,50.29268264770508,33/64,374420,33.133338928222656,33.05747604370117,30/64,113960,10.084598541259766,12.836710929870605,41/64,28540,2.5255744457244873,3.813133716583252,30/64,359640,75.65316009521484,69.74742889404297,12/64,196900,81.619964599609375,78.35710906982422,17/64,95180,84.64958953857422,77.2594223022461,8/64,41580,67.91898345947266,57.99014663696289,10/64,25980,42.95634841918945,34.70724105834961,6/64,524153.6704734564,29.102479934692383,40,13/64,52741.65234375,33.150001525878906,34.400001525878906,20/64,11868.8603515625,7.460000514984131,8.100781440734863,19/64,63417.26171875,39.86000061035156,41.2209358215332,19/64,35988.421875,22.6200008392334,23.37906265258789,26/64,10400,2.4623541831970215,10.677162170410156,29/64,402160,95.21735382080078,83.48734283447266,17/64,237740,13.442726135253906,15.506486892700195,53/64,314700,17.794340133666992,19.112524032592773,48/64,1121320,63.40371322631836,60.6515007019043,15/64,94780,5.359222888946533,4.729492664337158,22/64,24140,5.715503692626953,7.720252990722656,33/64
Khulna,Khulna,4047,520366.6875,4204035840,39,2311400,66.76072692871094,1497100,547280,896823.3125,38.80000305175781,31.5,46/64,490016.78125,21.19999885559082,17.600000381469727,44/64,279580,39.90579605102539,47.358436584472656,57/64,101980,14.556095123291016,14.91544246673584,9/64,319040,45.538108825683594,37.72611999511719,7/64,351780,64.27787780761719,56.4530029296875,11/64,228040,41.667884826660156,25.06646728515625,5/64,198580,36.2849006652832,38.68394088745117,28/64,893080,59.673927307128906,50.519447326660156,8/64,615080,41.09849166870117,50.29268264770508,57/64,549780,36.735267639160156,33.05747604370117,15/64,251440,16.80074691772461,12.836710929870605,6/64,80300,5.365495204925537,3.813133716583252,3/64,463000,75.628875732421875,69.74742889404297,13/64,248900,83.24971771240234,78.35710906982422,7/64,120920,82.5617904663086,77.2594223022461,21/64,52340,67.64021301269531,57.99014663696289,12/64,40840,45.69254684448242,34.70724105834961,4/64,1142778.2063461542,48.548194885253906,40,39/64,57630.74609375,29.079999923706055,34.400001525878906,5/64,12188.0703125,6.150000095367432,8.100781440734863,5/64,75764.2109375,38.22999954223633,41.2209358215332,7/64,42370.8828125,21.3799991607666,23.37906265258789,14/64,11100,2.028212308883667,10.677162170410156,37/64,458360,83.75237274169922,83.48734283447266,52/64,292120,12.638227462768555,15.506486892700195,60/64,399520,17.28476333618164,19.112524032592773,56/64,1497100,64.77027130126953,60.6515007019043,8/64,122660,5.3067402839660645,4.729492664337158,23/64,20560,3.756760835647583,7.720252990722656,25/64
Khulna,Kushtia,4050,330131.1875,1613841920,40,1939680,88.02490997314453,1234980,477300,69828.4765625,3.5999999046325684,31.5,1/64,15517.4404296875,0.800000011920929,17.600000381469727,1/64,335680,57.191532135009766,47.358436584472656,40/64,60460,10.300883293151855,14.91544246673584,20/64,190800,32.5075798034668,37.72611999511719,22/64,307080,64.33689880371094,56.4530029296875,10/64,122840,25.736433029174805,25.06646728515625,23/64,159800,33.4799919128418,38.68394088745117,25/64,528700,42.46381759643555,50.519447326660156,47/64,709580,56.99163055419922,50.29268264770508,22/64,356460,28.629947662353516,33.05747604370117,51/64,142780,11.467720985412598,12.836710929870605,23/64,36240,2.91070294380188,3.813133716583252,19/64,374780,72.92858123779297,69.74742889404297,26/64,203600,77.93599700927734,78.35710906982422,41/64,100020,82.56562805175781,77.2594223022461,20/64,43260,66.90380859375,57.99014663696289,16/64,27900,41.72898483276367,34.70724105834961,16/64,29299.054573774338,1.4832344055175781,40,1/64,60390.51171875,33.66999816894531,34.400001525878906,25/64,13721.0400390625,7.649999618530273,8.100781440734863,23/64,74828.9921875,41.720001220703125,41.2209358215332,37/64,43028.4609375,23.989999771118164,23.37906265258789,42/64,7220,1.512675404548645,10.677162170410156,41/64,457700,95.89356994628906,83.48734283447266,14/64,266380,13.733193397521973,15.506486892700195,51/64,338100,17.430709838867188,19.112524032592773,55/64,1234980,63.66926574707031,60.6515007019043,14/64,100220,5.1668314933776855,4.729492664337158,26/64,21200,4.441650867462158,7.720252990722656,28/64
